Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
51258,0.07,0.31
51259,0.08,0.06
51260,0.07,0.66
51261,0.17,0.54
51262,0.11,0.32
51263,0.14,0.34
51264,0.11,0.17
51265,0.3,0.4
51266,0.15,0.1
51267,0.17,0.59
51268,0.03,0.85
51269,0.18,0.57
51270,0.15,0.46
51271,0.08,0.09
51272,0.02,0.22
51273,0.44,0.39
51274,0.15,0.22
51275,0.13,0.46
51276,0.33,0.47
51277,0.14,0.24
51278,0.07,0.16
51279,0.14,0.42
51280,0.17,0.32
51281,0.5,0.76
51282,0.79,0.74
51283,0.08,0.39
51284,0.73,0.89
51285,0.11,0.4
51286,0.02,0.17
51287,0.14,0.16
51288,0.45,0.72
51289,0.31,0.75
51290,0.07,0.15
51291,0.72,0.9
51292,0.21,0.28
51293,0.19,0.78
51294,0,0.11
51295,0.12,0.86
51296,0.22,0.75
51297,0.47,0.82
51298,0.4,0.64
51299,0.11,0.83
51300,0.26,0.77
51301,0.04,0.17
51302,0.26,0.83
51303,0.23,0.42
51304,0.12,0.94
51305,0.25,0.4
51306,0.68,0.91
51307,0.6,0.73
51308,0.22,0.47
51309,0,0.06
51310,0.25,0.82
51311,0.1,0.76
51312,0.53,0.81
51313,0.06,0.2
51314,0.07,0.81
51315,0.51,0.49
51316,0.18,0.67
51317,0.59,0.75
51318,0.06,0.13
51319,0.2,0.82
51320,0.15,0.29
51321,0.19,0.33
51322,0.06,0.12
51323,0.68,0.72
51324,0.04,0.16
51325,0.48,0.64
51326,0.1,0.26
51327,0.34,0.22
51328,0.05,0.36
51329,0.2,0.18
51330,0.22,0.26
51331,0.04,0.29
51332,0.52,0.78
51333,0.16,0.93
51334,0.15,0.51
51335,0.05,0.27
51336,0.28,0.5
51337,0.47,0.76
51338,0.03,0.17
51339,0.07,0.68
51340,0.68,0.75
51341,0.06,0.5
51342,0.12,0.25
51343,0.79,0.72
51344,0.14,0.39
51345,0.15,0.4
51346,0.31,0.43
51347,0.53,0.9
51348,0.05,0.59
51349,0.09,0.31
51350,0.05,0.15
51351,0.11,0.54
51352,0.08,0.2
51353,0.14,0.18
51354,0.32,0.48
51355,0.07,0.2
51356,0.56,0.49
51357,0.14,0.23
51358,0.05,0.47
51359,0.1,0.39
51360,0.03,0.06
51361,0.21,0.2
51362,0.12,0.15
51363,0.32,0.42
51364,0.02,0.16
51365,0.12,0.43
51366,0.19,0.15
51367,0.25,0.48
51368,0.19,0.84
51369,0.01,0.05
51370,0.03,0.02
51371,0.62,0.74
51372,0.05,0.23
51373,0.15,0.86
51374,0.33,0.43
51375,0.38,0.63
51376,0.18,0.67
51377,0.16,0.2
51378,0.67,0.43
51379,0.15,0.35
51380,0.24,0.65
51381,0.3,0.79
51382,0.22,0.43
51383,0.25,0.27
51384,0.13,0.24
51385,0.02,0.36
51386,0.08,0.21
51387,0.09,0.55
51388,0.34,0.7
51389,0.14,0.32
51390,0.39,0.95
51391,0.03,0.5
51392,0.1,0.15
51393,0.1,0.48
51394,0.23,0.37
51395,0.11,0.25
51396,0,0.28
51397,0.27,0.34
51398,0.16,0.32
51399,0.32,0.7
51400,0.24,0.46
51401,0.25,0.46
51402,0.2,0.41
51403,0.07,0.83
51404,0.03,0.35
51405,0.14,0.45
51406,0.33,0.47
51407,0.19,0.68
51408,0.75,0.98
51409,0.03,0.15
51410,0.21,0.83
51411,0.13,0.2
51412,0.02,0.38
51413,0.03,0.26
51414,0.35,0.52
51415,0.09,0.22
51416,0.26,0.61
51417,0.1,0.11
51418,0.09,0.22
51419,0.1,0.2
51420,0.02,0.08
51421,0.03,0.09
51422,0.36,0.15
51423,0.02,0.05
51424,0.37,0.34
51425,0.05,0.19
51426,0.05,0.1
51427,0.11,0.3
51428,0.02,0.16
51429,0.31,0.57
51430,0.06,0.69
51431,0.04,0.12
51432,0.14,0.33
51433,0.05,0.6
51434,0.34,0.8
51435,0.1,0.35
51436,0.04,0.76
51437,0.42,0.84
51438,0.3,0.78
51439,0.16,0.67
51440,0.1,0.83
51441,0.74,0.9
51442,0.06,0.39
51443,0.05,0.42
51444,0.01,0.15
51445,0.12,0.26
51446,0.07,0.95
51447,0.04,0.14
51448,0.45,0.34
51449,0.15,0.09
51450,0.07,0.69
51451,0.48,0.87
51452,0.14,0.37
51453,0.04,0.31
51454,0.19,0.39
51455,0.37,0.2
51456,0.28,0.73
51457,0.06,0.76
51458,0.11,0.76
51459,0.26,0.71
51460,0.39,0.58
51461,0.28,0.46
51462,0.29,0.79
51463,0.63,0.89
51464,0.81,0.86
51465,0.09,0.19
51466,0.03,0.08
51467,0.73,0.93
51468,0.18,0.32
51469,0.03,0.3
51470,0.28,0.88
51471,0.05,0.69
51472,0.01,0.12
51473,0.85,0.94
51474,0.5,0.51
51475,0.12,0.53
51476,0.06,0.13
51477,0.36,0.89
51478,0.19,0.48
51479,0.31,0.61
51480,0.64,0.88
51481,0.05,0.25
51482,0.05,0.17
51483,0.07,0.5
51484,0.1,0.37
51485,0.04,0.2
51486,0.14,0.26
51487,0.19,0.37
51488,0.04,0.15
51489,0.1,0.34
51490,0.06,0.16
51491,0.05,0.27
51492,0.8,0.9
51493,0.22,0.42
51494,0.13,0.91
51495,0.11,0.44
51496,0.26,0.28
51497,0.31,0.56
51498,0.28,0.77
51499,0.04,0.2
51500,0.23,0.51
51501,0.21,0.27
51502,0.21,0.31
51503,0.06,0.44
51504,0.07,0.36
51505,0.09,0.39
51506,0.08,0.64
51507,0.07,0.06
51508,0.09,0.19
51509,0.06,0.1
51510,0.22,0.49
51511,0.15,0.05
51512,0.12,0.83
51513,0.36,0.57
51514,0.24,0.55
51515,0.1,0.81
51516,0.08,0.55
51517,0.22,0.72
51518,0.57,0.88
51519,0.09,0.24
51520,0.32,0.58
51521,0.29,0.55
51522,0.75,0.82
51523,0.38,0.91
51524,0.01,0.05
51525,0.18,0.59
51526,0.53,0.77
51527,0.51,0.62
51528,0.25,0.35
51529,0.15,0.32
51530,0.09,0.41
51531,0.13,0.78
51532,0.71,0.61
51533,0.08,0.32
51534,0.42,0.51
51535,0.44,0.83
51536,0.58,0.63
51537,0.34,0.92
51538,0.07,0.67
51539,0.04,0.67
51540,0.03,0.34
51541,0.12,0.37
51542,0.03,0.25
51543,0.09,0.18
51544,0.07,0.88
51545,0.09,0.92
51546,0.25,0.22
51547,0.62,0.84
51548,0.09,0.73
51549,0.07,0.14
51550,0.14,0.55
51551,0.33,0.49
51552,0.02,0.09
51553,0.15,0.39
51554,0.25,0.14
51555,0.01,0.14
51556,0.87,0.88
51557,0.06,0.1
51558,0.3,0.55
51559,0.05,0.61
51560,0.04,0.18
51561,0.02,0.65
51562,0.03,0.27
51563,0.61,0.74
51564,0,0.07
51565,0.04,0.75
51566,0.09,0.37
51567,0.11,0.28
51568,0.51,0.69
51569,0.17,0.14
51570,0.73,0.8
51571,0.23,0.74
51572,0.08,0.3
51573,0.04,0.66
51574,0.15,0.2
51575,0.15,0.92
51576,0.41,0.8
51577,0.07,0.32
51578,0.53,0.72
51579,0.76,0.81
51580,0.26,0.78
51581,0.02,0.02
51582,0.18,0.64
51583,0.16,0.67
51584,0.38,0.69
51585,0.18,0.66
51586,0.84,0.85
51587,0.12,0.41
51588,0.12,0.27
51589,0.44,0.91
51590,0.18,0.77
51591,0.04,0.2
51592,0.09,0.3
51593,0.15,0.51
51594,0.07,0.5
51595,0.16,0.56
51596,0.16,0.5
51597,0.35,0.76
51598,0.05,0.2
51599,0.5,0.86
51600,0.2,0.34
51601,0.09,0.38
51602,0.05,0.09
51603,0.17,0.67
51604,0.74,0.82
51605,0.2,0.11
51606,0.21,0.34
51607,0.71,0.83
51608,0.12,0.39
51609,0.14,0.66
51610,0.18,0.3
51611,0.51,0.66
51612,0.51,0.87
51613,0.84,0.86
51614,0,0.11
51615,0.52,0.74
51616,0.14,0.84
51617,0.11,0.38
51618,0.15,0.23
51619,0.25,0.89
51620,0.22,0.51
51621,0.06,0.11
51622,0.57,0.82
51623,0.09,0.45
51624,0.21,0.76
51625,0.26,0.52
51626,0.38,0.94
51627,0.77,0.93
51628,0,0.14
51629,0.04,0.85
51630,0.26,0.26
51631,0.1,0.7
51632,0.2,0.26
51633,0.25,0.65
51634,0.03,0.05
51635,0.1,0.28
51636,0.18,0.64
51637,0.02,0.53
51638,0.01,0.45
51639,0.35,0.39
51640,0.37,0.64
51641,0.74,0.84
51642,0.36,0.52
51643,0.08,0.34
51644,0.27,0.42
51645,0.37,0.54
51646,0.06,0.41
51647,0.04,0.11
51648,0.32,0.42
51649,0.09,0.31
51650,0.38,0.95
51651,0.31,0.74
51652,0.23,0.65
51653,0.07,0.26
51654,0.37,0.41
51655,0.43,0.83
51656,0.04,0.49
51657,0.1,0.24
51658,0.03,0.07
51659,0.05,0.11
51660,0.05,0.08
51661,0.03,0.69
51662,0.25,0.81
51663,0.34,0.77
51664,0.22,0.81
51665,0.09,0.61
51666,0.18,0.56
51667,0.61,0.91
51668,0.58,0.47
51669,0.16,0.4
51670,0.28,0.7
51671,0.27,0.38
51672,0.21,0.75
51673,0.16,0.19
51674,0.16,0.31
51675,0.07,0.72
51676,0.74,0.83
51677,0.08,0.15
51678,0.67,0.91
51679,0.19,0.38
51680,0.2,0.35
51681,0.07,0.79
51682,0.01,0.15
51683,0.09,0.29
51684,0.27,0.78
51685,0.07,0.44
51686,0.04,0.85
51687,0.09,0.28
51688,0.21,0.86
51689,0.2,0.28
51690,0.07,0.43
51691,0.03,0.26
51692,0.13,0.15
51693,0.06,0.07
51694,0.03,0.15
51695,0.09,0.4
51696,0.11,0.11
51697,0,0.04
51698,0.29,0.83
51699,0.05,0.13
51700,0.54,0.91
51701,0.5,0.85
51702,0.19,0.1
51703,0.93,0.91
51704,0.07,0.91
51705,0.04,0.22
51706,0.08,0.26
51707,0.18,0.11
51708,0.15,0.93
51709,0.13,0.46
51710,0.1,0.39
51711,0.39,0.27
51712,0.21,0.89
51713,0.09,0.25
51714,0.16,0.19
51715,0.09,0.52
51716,0.15,0.51
51717,0.3,0.58
51718,0.04,0.07
51719,0.06,0.17
51720,0.34,0.43
51721,0.28,0.65
51722,0.97,0.97
51723,0.5,0.69
51724,0.36,0.59
51725,0.04,0.32
51726,0.33,0.5
51727,0.71,0.79
51728,0.05,0.23
51729,0.48,0.69
51730,0.19,0.7
51731,0.02,0.13
51732,0.05,0.17
51733,0.53,0.75
51734,0.24,0.39
51735,0.05,0.61
51736,0.55,0.65
51737,0.11,0.79
51738,0.03,0.16
51739,0.54,0.8
51740,0.02,0.03
51741,0.03,0.16
51742,0.14,0.62
51743,0.05,0.55
51744,0.05,0.49
51745,0.43,0.69
51746,0.03,0.31
51747,0.1,0.45
51748,0.22,0.44
51749,0.29,0.29
51750,0.15,0.44
51751,0.02,0.13
51752,0.23,0.56
51753,0.2,0.98
51754,0.41,0.44
51755,0.01,0.11
51756,0.09,0.63
51757,0.42,0.57
51758,0.48,0.58
51759,0.13,0.39
51760,0.28,0.69
51761,0.13,0.63
51762,0.45,0.87
51763,0.12,0.54
51764,0.06,0.18
51765,0.49,0.77
51766,0.05,0.07
51767,0.14,0.87
51768,0.08,0.08
51769,0.64,0.67
51770,0.74,0.78
51771,0.06,0.4
51772,0.9,0.94
51773,0.21,0.81
51774,0.29,0.89
51775,0.07,0.37
51776,0.02,0.15
51777,0.09,0.46
51778,0.41,0.84
51779,0.19,0.38
51780,0.19,0.42
51781,0.04,0.24
51782,0.12,0.72
51783,0.02,0.08
51784,0.06,0.45
51785,0.07,0.1
51786,0.04,0.07
51787,0.05,0.55
51788,0.08,0.08
51789,0.42,0.62
51790,0.27,0.6
51791,0.18,0.51
51792,0.21,0.74
51793,0.08,0.15
51794,0.55,0.79
51795,0.07,0.88
51796,0.32,0.69
51797,0.04,0.25
51798,0.5,0.79
51799,0.07,0.55
51800,0.25,0.42
51801,0.04,0.28
51802,0.1,0.77
51803,0.61,0.9
51804,0.45,0.69
51805,0.05,0.13
51806,0.14,0.4
51807,0.09,0.45
51808,0.19,0.54
51809,0.23,0.69
51810,0.05,0.13
51811,0.42,0.65
51812,0.05,0.31
51813,0.13,0.37
51814,0.1,0.62
51815,0.43,0.45
51816,0.34,0.4
51817,0.18,0.27
51818,0.17,0.3
51819,0.13,0.34
51820,0.14,0.53
51821,0.08,0.31
51822,0.27,0.19
51823,0.01,0.14
51824,0.14,0.5
51825,0.33,0.74
51826,0.04,0.05
51827,0.1,0.18
51828,0.08,0.18
51829,0.12,0.55
51830,0.24,0.64
51831,0.27,0.27
51832,0.05,0.13
51833,0.15,0.38
51834,0.24,0.61
51835,0.14,0.24
51836,0.21,0.46
51837,0.34,0.39
51838,0.23,0.25
51839,0.5,0.3
51840,0.43,0.5
51841,0.21,0.84
51842,0.22,0.39
51843,0.53,0.68
51844,0.05,0.15
51845,0.03,0.27
51846,0.05,0.04
51847,0.11,0.22
51848,0.03,0.84
51849,0.01,0.11
51850,0.26,0.56
51851,0.23,0.3
51852,0.35,0.7
51853,0.12,0.25
51854,0.38,0.66
51855,0.34,0.85
51856,0.06,0.62
51857,0.04,0.31
51858,0.75,0.96
51859,0.26,0.66
51860,0.05,0.67
51861,0.76,0.89
51862,0.02,0.29
51863,0.04,0.12
51864,0.44,0.79
51865,0.06,0.76
51866,0.58,0.69
51867,0.05,0.43
51868,0.04,0.19
51869,0.08,0.31
51870,0.08,0.7
51871,0.07,0.33
51872,0.51,0.76
51873,0.22,0.39
51874,0.09,0.72
51875,0.07,0.35
51876,0.17,0.74
51877,0.43,0.86
51878,0.44,0.65
51879,0.04,0.65
51880,0.19,0.71
51881,0.01,0.08
51882,0.02,0.65
51883,0.16,0.2
51884,0.33,0.42
51885,0.1,0.15
51886,0.32,0.71
51887,0.1,0.16
51888,0.02,0.03
51889,0.07,0.18
51890,0.09,0.17
51891,0.41,0.89
51892,0.13,0.5
51893,0.73,0.63
51894,0.07,0.75
51895,0.07,0.13
51896,0,0.08
51897,0.14,0.9
51898,0.69,0.74
51899,0.26,0.53
51900,0.1,0.14
51901,0.56,0.66
51902,0.37,0.32
51903,0.51,0.66
51904,0.17,0.24
51905,0.29,0.54
51906,0.51,0.61
51907,0.17,0.35
51908,0.2,0.23
51909,0.71,0.87
51910,0.03,0.24
51911,0.1,0.83
51912,0.47,0.53
51913,0.14,0.77
51914,0.06,0.22
51915,0.08,0.24
51916,0.49,0.75
51917,0.14,0.31
51918,0.36,0.89
51919,0.21,0.6
51920,0.02,0.42
51921,0.16,0.68
51922,0.05,0.09
51923,0.11,0.8
51924,0.08,0.35
51925,0.05,0.72
51926,0.02,0.07
51927,0.04,0.06
51928,0.16,0.52
51929,0.02,0.09
51930,0.05,0.71
51931,0.07,0.11
51932,0.15,0.52
51933,0.51,0.72
51934,0.71,0.78
51935,0.11,0.19
51936,0.39,0.79
51937,0.59,0.89
51938,0.09,0.31
51939,0.15,0.34
51940,0.61,0.87
51941,0.1,0.68
51942,0.07,0.23
51943,0.63,0.89
51944,0.02,0.07
51945,0.15,0.35
51946,0.05,0.29
51947,0.06,0.67
51948,0.17,0.18
51949,0.09,0.81
51950,0.08,0.2
51951,0.02,0.36
51952,0.01,0.09
51953,0.15,0.45
51954,0.45,0.78
51955,0.39,0.46
51956,0.22,0.22
51957,0.1,0.76
51958,0.05,0.32
51959,0.7,0.5
51960,0.07,0.21
51961,0.01,0.07
51962,0.02,0.07
51963,0.02,0.24
51964,0.07,0.8
51965,0.17,0.55
51966,0.03,0.2
51967,0.1,0.12
51968,0.65,0.86
51969,0.03,0.87
51970,0.72,0.88
51971,0,0.14
51972,0.12,0.53
51973,0.16,0.53
51974,0.79,0.86
51975,0.07,0.2
51976,0.28,0.44
51977,0.7,0.91
51978,0.4,0.81
51979,0.02,0.41
51980,0.13,0.25
51981,0.08,0.41
51982,0.77,0.94
51983,0.6,0.53
51984,0.31,0.68
51985,0.03,0.12
51986,0.03,0.12
51987,0.08,0.51
51988,0.13,0.43
51989,0.03,0.22
51990,0.05,0.22
51991,0.05,0.71
51992,0.29,0.5
51993,0.18,0.66
51994,0.06,0.33
51995,0.05,0.2
51996,0.08,0.14
51997,0.16,0.12
51998,0.09,0.53
51999,0.04,0.78
52000,0.08,0.43
52001,0.1,0.25
52002,0.49,0.65
52003,0.74,0.85
52004,0.02,0.26
52005,0.06,0.22
52006,0.22,0.44
52007,0.03,0.07
52008,0.16,0.8
52009,0.05,0.17
52010,0.45,0.57
52011,0.04,0.2
52012,0.37,0.61
52013,0.02,0.56
52014,0.47,0.64
52015,0.03,0.27
52016,0.04,0.31
52017,0.02,0.29
52018,0.18,0.23
52019,0.33,0.45
52020,0.22,0.32
52021,0.1,0.14
52022,0.13,0.87
52023,0.12,0.8
52024,0.1,0.34
52025,0.34,0.87
52026,0.02,0.07
52027,0.18,0.43
52028,0.09,0.85
52029,0.05,0.93
52030,0.17,0.66
52031,0.25,0.59
52032,0.48,0.79
52033,0.05,0.12
52034,0.31,0.56
52035,0.14,0.72
52036,0.03,0.12
52037,0.2,0.67
52038,0.06,0.2
52039,0.1,0.39
52040,0.72,0.86
52041,0.02,0.08
52042,0.14,0.32
52043,0.1,0.18
52044,0.1,0.89
52045,0.04,0.57
52046,0.64,0.57
52047,0.36,0.53
52048,0.13,0.11
52049,0.42,0.21
52050,0.11,0.65
52051,0.17,0.26
52052,0.05,0.2
52053,0.08,0.18
52054,0.76,0.78
52055,0.08,0.7
52056,0.2,0.24
52057,0.26,0.59
52058,0.33,0.31
52059,0.17,0.37
52060,0.06,0.8
52061,0.07,0.12
52062,0.38,0.8
52063,0.12,0.96
52064,0.37,0.44
52065,0.17,0.25
52066,0.07,0.06
52067,0.04,0.12
52068,0.43,0.72
52069,0.28,0.71
52070,0.73,0.63
52071,0.14,0.13
52072,0.68,0.62
52073,0.08,0.87
52074,0.51,0.85
52075,0.01,0.15
52076,0.2,0.29
52077,0.05,0.2
52078,0.05,0.24
52079,0.21,0.36
52080,0.07,0.82
52081,0.13,0.74
52082,0.72,0.79
52083,0.16,0.28
52084,0.84,0.91
52085,0.12,0.8
52086,0.48,0.88
52087,0.01,0.27
52088,0.08,0.23
52089,0.3,0.55
52090,0.19,0.27
52091,0.24,0.53
52092,0.01,0.15
52093,0.07,0.59
52094,0.76,0.88
52095,0,0.06
52096,0.03,0.84
52097,0.41,0.71
52098,0.01,0.1
52099,0.42,0.88
52100,0.07,0.72
52101,0.37,0.71
52102,0.27,0.35
52103,0.04,0.27
52104,0.1,0.43
52105,0.09,0.76
52106,0.34,0.73
52107,0.24,0.37
52108,0.07,0.21
52109,0.05,0.68
52110,0.21,0.39
52111,0.16,0.34
52112,0.11,0.12
52113,0.02,0.15
52114,0.12,0.36
52115,0.08,0.19
52116,0.28,0.19
52117,0.1,0.22
52118,0.05,0.05
52119,0.03,0.2
52120,0.11,0.44
52121,0.16,0.5
52122,0.09,0.05
52123,0.17,0.3
52124,0.06,0.75
52125,0.29,0.52
52126,0.02,0.51
52127,0.34,0.76
52128,0.06,0.16
52129,0.19,0.35
52130,0.04,0.29
52131,0.11,0.64
52132,0.31,0.45
52133,0.03,0.69
52134,0.1,0.58
52135,0.21,0.88
52136,0.11,0.15
52137,0.11,0.7
52138,0.63,0.87
52139,0.13,0.23
52140,0.06,0.14
52141,0.05,0.55
52142,0.36,0.35
52143,0.07,0.86
52144,0.26,0.94
52145,0.28,0.74
52146,0.27,0.43
52147,0.31,0.76
52148,0.05,0.34
52149,0.06,0.32
52150,0.45,0.42
52151,0.18,0.94
52152,0.11,0.85
52153,0.34,0.6
52154,0.09,0.31
52155,0.21,0.59
52156,0.05,0.83
52157,0.15,0.46
52158,0.46,0.72
52159,0.39,0.35
52160,0.23,0.52
52161,0.11,0.16
52162,0.1,0.25
52163,0.13,0.44
52164,0.55,0.87
52165,0.03,0.88
52166,0.4,0.57
52167,0.13,0.16
52168,0.2,0.71
52169,0.17,0.14
52170,0.05,0.11
52171,0.29,0.69
52172,0.14,0.3
52173,0.01,0.1
52174,0.69,0.93
52175,0.16,0.45
52176,0.45,0.34
52177,0.7,0.95
52178,0.77,0.82
52179,0.2,0.7
52180,0.05,0.21
52181,0.04,0.5
52182,0.01,0.09
52183,0.63,0.86
52184,0.29,0.48
52185,0.07,0.04
52186,0.17,0.43
52187,0.11,0.46
52188,0.1,0.37
52189,0.05,0.18
52190,0.09,0.15
52191,0.03,0.85
52192,0.32,0.52
52193,0.34,0.54
52194,0.46,0.56
52195,0.25,0.66
52196,0.08,0.34
52197,0.36,0.48
52198,0.03,0.07
52199,0.03,0.13
52200,0.34,0.75
52201,0.15,0.57
52202,0.1,0.27
52203,0.07,0.13
52204,0.03,0.05
52205,0.07,0.3
52206,0.17,0.28
52207,0.23,0.87
52208,0.12,0.23
52209,0.27,0.42
52210,0.17,0.27
52211,0.37,0.67
52212,0.14,0.3
52213,0.1,0.14
52214,0.72,0.91
52215,0.18,0.29
52216,0.05,0.11
52217,0.04,0.5
52218,0.13,0.09
52219,0.02,0.72
52220,0.08,0.21
52221,0.04,0.26
52222,0.11,0.48
52223,0.11,0.2
52224,0.56,0.77
52225,0.37,0.62
52226,0.28,0.51
52227,0.39,0.5
52228,0.03,0.13
52229,0.09,0.08
52230,0.34,0.25
52231,0.01,0.14
52232,0.12,0.37
52233,0.19,0.71
52234,0.05,0.12
52235,0.21,0.27
52236,0.33,0.68
52237,0.2,0.52
52238,0.08,0.3
52239,0.52,0.83
52240,0.21,0.35
52241,0.13,0.86
52242,0.45,0.75
52243,0.08,0.44
52244,0.62,0.77
52245,0.08,0.25
52246,0.53,0.91
52247,0.34,0.75
52248,0.72,0.85
52249,0.1,0.6
52250,0.59,0.58
52251,0.16,0.88
52252,0.16,0.39
52253,0.05,0.12
52254,0.26,0.36
52255,0.28,0.44
52256,0.37,0.66
52257,0.18,0.79
52258,0.02,0.75
52259,0.04,0.19
52260,0.08,0.22
52261,0.14,0.26
52262,0.06,0.57
52263,0.3,0.64
52264,0.1,0.57
52265,0.02,0.09
52266,0.53,0.51
52267,0.16,0.09
52268,0.04,0.74
52269,0.08,0.75
52270,0.04,0.08
52271,0.21,0.72
52272,0.07,0.26
52273,0.12,0.27
52274,0.1,0.12
52275,0.12,0.26
52276,0.14,0.73
52277,0.17,0.83
52278,0.09,0.08
52279,0.03,0.27
52280,0.75,0.8
52281,0.2,0.2
52282,0.3,0.51
52283,0.15,0.15
52284,0.14,0.47
52285,0.12,0.25
52286,0.15,0.36
52287,0.07,0.4
52288,0.41,0.76
52289,0.01,0.05
52290,0.49,0.78
52291,0.05,0.19
52292,0.22,0.6
52293,0.17,0.57
52294,0,0.28
52295,0.29,0.85
52296,0.15,0.68
52297,0.02,0.07
52298,0.19,0.75
52299,0.01,0.12
52300,0.42,0.72
52301,0.15,0.26
52302,0.21,0.65
52303,0.27,0.45
52304,0.04,0.38
52305,0.05,0.87
52306,0.23,0.7
52307,0.05,0.63
52308,0.33,0.61
52309,0.43,0.62
52310,0.45,0.64
52311,0.07,0.13
52312,0.22,0.36
52313,0.04,0.67
52314,0.09,0.16
52315,0.4,0.67
52316,0.37,0.75
52317,0.29,0.88
52318,0.04,0.03
52319,0.2,0.43
52320,0.42,0.71
52321,0.06,0.21
52322,0.1,0.23
52323,0.14,0.5
52324,0.37,0.53
52325,0.66,0.83
52326,0.22,0.51
52327,0.16,0.22
52328,0.11,0.6
52329,0.22,0.4
52330,0.17,0.85
52331,0.42,0.75
52332,0.15,0.43
52333,0.04,0.23
52334,0.34,0.53
52335,0.14,0.17
52336,0.39,0.45
52337,0.45,0.27
52338,0.01,0.07
52339,0.39,0.58
52340,0.18,0.51
52341,0.02,0.3
52342,0.14,0.2
52343,0.22,0.22
52344,0.61,0.73
52345,0.49,0.42
52346,0.36,0.81
52347,0.2,0.53
52348,0.25,0.53
52349,0.21,0.57
52350,0.07,0.5
52351,0.03,0.11
52352,0.03,0.54
52353,0.21,0.47
52354,0.19,0.45
52355,0.04,0.07
52356,0.35,0.95
52357,0.08,0.13
52358,0.02,0.1
52359,0.25,0.25
52360,0.27,0.46
52361,0.09,0.72
52362,0.14,0.24
52363,0.3,0.23
52364,0.05,0.17
52365,0.16,0.21
52366,0.03,0.1
52367,0.19,0.17
52368,0.33,0.7
52369,0.46,0.84
52370,0.27,0.15
52371,0.41,0.42
52372,0.04,0.63
52373,0.1,0.4
52374,0.42,0.78
52375,0.04,0.44
52376,0.43,0.89
52377,0.07,0.08
52378,0.04,0.15
52379,0.23,0.52
52380,0.06,0.46
52381,0.08,0.13
52382,0.6,0.71
52383,0.05,0.15
52384,0.41,0.95
52385,0.17,0.26
52386,0.27,0.69
52387,0.26,0.23
52388,0.63,0.76
52389,0.13,0.45
52390,0.2,0.69
52391,0.25,0.87
52392,0.21,0.37
52393,0.21,0.71
52394,0.33,0.65
52395,0.04,0.29
52396,0.05,0.15
52397,0.86,0.84
52398,0.06,0.45
52399,0.04,0.31
52400,0.02,0.89
52401,0.05,0.49
52402,0.27,0.23
52403,0.21,0.57
52404,0.19,0.81
52405,0.42,0.61
52406,0.04,0.62
52407,0.23,0.26
52408,0.04,0.67
52409,0.17,0.82
52410,0.37,0.65
52411,0.19,0.31
52412,0.07,0.13
52413,0.15,0.23
52414,0.12,0.2
52415,0.06,0.3
52416,0.03,0.48
52417,0.04,0.6
52418,0.73,0.95
52419,0.11,0.54
52420,0.07,0.08
52421,0.24,0.47
52422,0.11,0.34
52423,0.37,0.47
52424,0.14,0.64
52425,0.03,0.76
52426,0.22,0.24
52427,0.5,0.66
52428,0.13,0.18
52429,0.68,0.77
52430,0.09,0.38
52431,0.36,0.33
52432,0.12,0.25
52433,0.08,0.72
52434,0.4,0.53
52435,0.35,0.24
52436,0.12,0.22
52437,0.06,0.18
52438,0.25,0.3
52439,0.14,0.44
52440,0.21,0.33
52441,0.08,0.12
52442,0.19,0.69
52443,0.1,0.17
52444,0.64,0.82
52445,0.14,0.54
52446,0.31,0.63
52447,0.02,0.14
52448,0.28,0.32
52449,0.65,0.76
52450,0.1,0.75
52451,0.61,0.74
52452,0.15,0.19
52453,0.05,0.55
52454,0.32,0.45
52455,0.68,0.69
52456,0.64,0.89
52457,0.34,0.32
52458,0.23,0.32
52459,0.12,0.61
52460,0.01,0.22
52461,0.23,0.29
52462,0.06,0.25
52463,0.03,0.23
52464,0.09,0.08
52465,0.76,0.94
52466,0.23,0.64
52467,0.37,0.44
52468,0.23,0.46
52469,0.04,0.21
52470,0.32,0.69
52471,0.31,0.2
52472,0.03,0.04
52473,0.38,0.82
52474,0.36,0.39
52475,0.66,0.94
52476,0.33,0.58
52477,0.05,0.29
52478,0.05,0.1
52479,0.02,0.08
52480,0.16,0.2
52481,0.55,0.85
52482,0.08,0.62
52483,0.58,0.82
52484,0.34,0.53
52485,0.33,0.38
52486,0.09,0.14
52487,0.07,0.3
52488,0.39,0.48
52489,0.32,0.74
52490,0.38,0.72
52491,0.82,0.85
52492,0.08,0.13
52493,0.32,0.93
52494,0.31,0.69
52495,0.03,0.18
52496,0.77,0.92
52497,0.37,0.51
52498,0.1,0.92
52499,0.38,0.38
52500,0.15,0.6
52501,0.15,0.27
52502,0.15,0.27
52503,0.14,0.42
52504,0.06,0.1
52505,0.08,0.54
52506,0.16,0.23
52507,0.09,0.2
52508,0.83,0.94
52509,0.08,0.3
52510,0.03,0.18
52511,0.4,0.48
52512,0,0.14
52513,0.21,0.76
52514,0.58,0.63
52515,0.03,0.17
52516,0.03,0.07
52517,0.2,0.83
52518,0.34,0.45
52519,0.39,0.86
52520,0.6,0.74
52521,0.03,0.13
52522,0.04,0.19
52523,0.27,0.51
52524,0.28,0.39
52525,0.37,0.7
52526,0.1,0.14
52527,0.39,0.87
52528,0.2,0.53
